Year,Month,good
2018,9,29
2018,10,31
2018,11,30
2018,12,31
2019,1,26
2019,2,28
2019,3,31
2019,4,30
2019,5,31
2019,6,30
2019,7,28
2019,8,16
2019,9,30
2019,10,31
2019,11,30
2019,12,31
2020,1,13
