Year,Month,good
2013,1,19
2013,2,19
2013,3,19
2013,4,16
2013,5,19
2013,6,16
2013,7,19
2013,8,28
2013,9,43
2013,10,37
2013,11,358
2013,12,461
2014,1,700
2014,2,611
2014,3,691
2014,4,692
2014,5,709
2014,6,639
2014,7,692
2014,8,713
2014,9,665
2014,10,677
2014,11,659
2014,12,738
2015,1,684
2015,2,648
2015,3,612
2015,4,685
2015,5,700
2015,6,690
2015,7,661
2015,8,718
2015,9,641
2015,10,707
2015,11,617
2015,12,712
