Year,Month,good
2013,1,43
2013,2,43
2013,3,43
2013,4,43
2013,5,37
2013,6,36
2013,7,43
2013,8,43
2013,9,43
2013,10,333
2013,11,440
2013,12,477
2014,1,678
2014,2,540
2014,3,604
2014,4,702
2014,5,673
2014,6,560
2014,7,644
2014,8,659
2014,9,633
2014,10,622
2014,11,602
2014,12,678
2015,1,708
2015,2,539
2015,3,633
2015,4,565
2015,5,712
2015,6,690
2015,7,712
2015,8,714
2015,9,440
2015,10,602
2015,11,665
2015,12,682
